employeeId,username,email,phone,password,role,rank,department,station,district,isActive,themePreference
EMP00011,manoj_sahu,manoj.sahu@odpolice.in,9876540513,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Sadar PS,Balasore,True,light
EMP00012,manisha_sahoo6,manisha.sahoo6@odpolice.in,9876583396,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Liaison,Sadar PS,Balangir,True,dark
EMP00013,amit_swain3,amit.swain3@odpolice.in,9876536245,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Town PS,Dhenkanal,True,light
EMP00014,ritu_behera,ritu.behera@odpolice.in,9876579562,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Cyber Crime,Town PS,Balasore,True,system
EMP00015,lalita_mohapatra2,lalita.mohapatra2@odpolice.in,9876522353,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Puri,True,light
EMP00016,anita_panigrahi2,anita.panigrahi2@odpolice.in,9876564458,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Headquarters,Keonjhar HQ,Keonjhar,True,dark
EMP00017,chayan_mohapatra6,chayan.mohapatra6@odpolice.in,9876585587,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Special Branch,Badambadi PS,Cuttack,True,system
EMP00018,manisha_rout2,manisha.rout2@odpolice.in,9876548259,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Town PS,Berhampur,False,system
EMP00019,ravi_mohapatra2,ravi.mohapatra2@odpolice.in,9876525825,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Baidyanath PS,Berhampur,False,dark
EMP00020,sujata_panigrahi,sujata.panigrahi@odpolice.in,9876545672,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Liaison,Baidyanath PS,Berhampur,True,system
EMP00021,suresh_panda6,suresh.panda6@odpolice.in,9876583455,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Sadar PS,Dhenkanal,True,light
EMP00022,baidhar_mahapatra5,baidhar.mahapatra5@odpolice.in,9876541980,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Puri,True,system
EMP00023,gopal_samal,gopal.samal@odpolice.in,9876542075,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Traffic,Ainthapali PS,Sambalpur,False,system
EMP00024,kavita_das,kavita.das@odpolice.in,9876525078,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Sadar PS,Dhenkanal,True,dark
EMP00025,baidhar_biswal,baidhar.biswal@odpolice.in,9876563195,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Town PS,Angul,True,system
EMP00026,baidhar_dash2,baidhar.dash2@odpolice.in,9876537475,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Industrial Estate PS,Balasore,True,dark
EMP00027,rakesh_sahoo1,rakesh.sahoo1@odpolice.in,9876526458,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Town PS,Khurda,True,dark
EMP00028,ramesh_rout1,ramesh.rout1@odpolice.in,9876556266,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Crime Branch,Sadar PS,Angul,True,light
EMP00029,ritu_lenka,ritu.lenka@odpolice.in,9876538214,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Crime Branch,Hinjilicut PS,Ganjam,False,system
EMP00030,kavita_sahu2,kavita.sahu2@odpolice.in,9876587839,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,CID,Sector-19 PS,Rourkela,True,system
EMP00031,santosh_lenka,santosh.lenka@odpolice.in,9876511238,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Traffic,Purighat PS,Cuttack,True,dark
EMP00032,suresh_panda3,suresh.panda3@odpolice.in,9876520709,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Baseli Sahi PS,Puri,True,system
EMP00033,biswajit_pradhan5,biswajit.pradhan5@odpolice.in,9876594690,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Traffic,Hinjilicut PS,Ganjam,True,dark
EMP00034,suresh_sahu6,suresh.sahu6@odpolice.in,9876596840,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Cyber Crime,Town PS,Angul,True,light
EMP00035,baidhar_das3,baidhar.das3@odpolice.in,9876567629,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Judicial Liaison,Baripada PS,Mayurbhanj,True,dark
EMP00036,gayatri_biswal2,gayatri.biswal2@odpolice.in,9876565116,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Baidyanath PS,Berhampur,False,system
EMP00037,ramesh_swain1,ramesh.swain1@odpolice.in,9876517873,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Judicial Liaison,Town PS,Dhenkanal,True,dark
EMP00038,ajay_pradhan2,ajay.pradhan2@odpolice.in,9876586767,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Cyber Crime,Sadar PS,Dhenkanal,True,light
EMP00039,rakesh_nayak4,rakesh.nayak4@odpolice.in,9876531900,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Mangalabag PS,Cuttack,True,light
EMP00040,gopal_pradhan3,gopal.pradhan3@odpolice.in,9876535788,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Traffic,Sadar PS,Khurda,True,system
EMP00041,kumar_yadav4,kumar.yadav4@odpolice.in,9876560765,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Ainthapali PS,Sambalpur,True,dark
EMP00042,lalita_mahapatra3,lalita.mahapatra3@odpolice.in,9876545026,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,EOW,Sadar PS,Bargarh,False,light
EMP00043,sweta_behera1,sweta.behera1@odpolice.in,9876550238,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Liaison,Sadar PS,Khurda,True,light
EMP00044,tarwish_parida2,tarwish.parida2@odpolice.in,9876578708,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Karanjia PS,Mayurbhanj,True,dark
EMP00045,haribandhu_swain7,haribandhu.swain7@odpolice.in,9876581779,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Administration,Mayurbhanj HQ,Mayurbhanj,True,system
EMP00046,anjali_sahoo5,anjali.sahoo5@odpolice.in,9876522335,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Cyber Crime,Goilundi PS,Berhampur,True,system
EMP00047,ajay_swain2,ajay.swain2@odpolice.in,9876569141,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Town PS,Balangir,True,dark
EMP00048,rahul_senapati1,rahul.senapati1@odpolice.in,9876553754,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Sea Beach PS,Puri,True,light
EMP00049,sweta_parida1,sweta.parida1@odpolice.in,9876557815,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Cyber Crime,Sadar PS,Dhenkanal,True,light
EMP00050,haribandhu_barik,haribandhu.barik@odpolice.in,9876564529,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Dhenkanal,True,system
EMP00051,sujata_biswal6,sujata.biswal6@odpolice.in,9876529569,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Sadar PS,Balangir,True,light
EMP00052,gayatri_panda,gayatri.panda@odpolice.in,9876548218,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,EOW,Ainthapali PS,Sambalpur,False,system
EMP00053,kavita_panigrahi3,kavita.panigrahi3@odpolice.in,9876589333,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Liaison,Industrial Estate PS,Balasore,False,light
EMP00054,krushna_patra2,krushna.patra2@odpolice.in,9876562427,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Sea Beach PS,Puri,True,light
EMP00055,prem_dash5,prem.dash5@odpolice.in,9876562464,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Anti-Narcotics,Dhanupali PS,Sambalpur,True,system
EMP00056,piyush_agrawal3,piyush.agrawal3@odpolice.in,9876562014,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Administration,Berhampur HQ,Berhampur,True,system
EMP00057,ankit_tripathy6,ankit.tripathy6@odpolice.in,9876580175,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Sadar PS,Keonjhar,True,system
EMP00058,manisha_nayak,manisha.nayak@odpolice.in,9876583947,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Khurda,True,dark
EMP00059,sarita_behera4,sarita.behera4@odpolice.in,9876514143,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Baseli Sahi PS,Puri,False,dark
EMP00060,biswajit_samal1,biswajit.samal1@odpolice.in,9876569759,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Sector-19 PS,Rourkela,True,dark
EMP00061,prem_routray,prem.routray@odpolice.in,9876592891,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Keonjhar,False,system
EMP00062,gopal_patra5,gopal.patra5@odpolice.in,9876529538,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Karanjia PS,Mayurbhanj,True,dark
EMP00063,piyush_jena1,piyush.jena1@odpolice.in,9876585454,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Crime Branch,Sadar PS,Angul,True,light
EMP00064,sarita_das3,sarita.das3@odpolice.in,9876597215,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Traffic,Baidyanath PS,Berhampur,True,dark
EMP00065,sarita_lenka2,sarita.lenka2@odpolice.in,9876557095,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Ainthapali PS,Sambalpur,True,dark
EMP00066,ravi_panigrahi5,ravi.panigrahi5@odpolice.in,9876549173,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Mancheswar PS,Bhubaneswar,False,dark
EMP00067,krushna_rout,krushna.rout@odpolice.in,9876588386,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Crime Branch,Town PS,Balangir,False,dark
EMP00068,mamata_rout4,mamata.rout4@odpolice.in,9876521932,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Liaison,Panposh PS,Rourkela,True,dark
EMP00069,sweta_mishra3,sweta.mishra3@odpolice.in,9876592617,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Bareipali PS,Sambalpur,False,dark
EMP00070,tarwish_parida8,tarwish.parida8@odpolice.in,9876529109,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Karanjia PS,Mayurbhanj,False,dark
EMP00071,santosh_sethi3,santosh.sethi3@odpolice.in,9876530090,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Town PS,Khurda,True,system
EMP00072,amit_sethi1,amit.sethi1@odpolice.in,9876582184,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Sadar PS,Balasore,True,light
EMP00073,arjun_patra3,arjun.patra3@odpolice.in,9876520147,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Cyber Crime,Town PS,Angul,True,light
EMP00074,amit_routray6,amit.routray6@odpolice.in,9876514988,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,CID,Goilundi PS,Berhampur,True,light
EMP00075,priya_patra5,priya.patra5@odpolice.in,9876569848,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Sadar PS,Balangir,True,dark
EMP00076,ritu_pradhan,ritu.pradhan@odpolice.in,9876573653,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Judicial Liaison,Sadar PS,Bargarh,False,system
EMP00077,tarwish_behera,tarwish.behera@odpolice.in,9876531351,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Cyber Crime,Sadar PS,Dhenkanal,True,dark
EMP00078,rahul_tripathy5,rahul.tripathy5@odpolice.in,9876515115,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Court Liaison,Sadar PS,Dhenkanal,True,system
EMP00079,lalita_patra,lalita.patra@odpolice.in,9876518869,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Sadar PS,Khurda,False,system
EMP00080,subhashree_mohapatra,subhashree.mohapatra@odpolice.in,9876597413,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Judicial Liaison,Bareipali PS,Sambalpur,True,dark
EMP00081,krushna_panigrahi,krushna.panigrahi@odpolice.in,9876565114,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Town PS,Balasore,True,dark
EMP00082,anjali_mohapatra3,anjali.mohapatra3@odpolice.in,9876569641,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Sadar PS,Khurda,True,system
EMP00083,bikash_mishra3,bikash.mishra3@odpolice.in,9876579159,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,EOW,Sadar PS,Balangir,False,dark
EMP00084,swati_biswal6,swati.biswal6@odpolice.in,9876524709,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,EOW,Town PS,Dhenkanal,False,system
EMP00085,sarita_sahoo3,sarita.sahoo3@odpolice.in,9876596585,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Dhanupali PS,Sambalpur,False,system
EMP00086,ankit_samal1,ankit.samal1@odpolice.in,9876511676,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Traffic,Karanjia PS,Mayurbhanj,True,system
EMP00087,rahul_tripathy7,rahul.tripathy7@odpolice.in,9876539794,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Headquarters,Cuttack HQ,Cuttack,True,dark
EMP00088,laxman_barik,laxman.barik@odpolice.in,9876593147,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Special Branch,Sector-19 PS,Rourkela,True,light
EMP00089,ritu_mohanty5,ritu.mohanty5@odpolice.in,9876523238,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Hinjilicut PS,Ganjam,True,dark
EMP00090,biswajit_biswal2,biswajit.biswal2@odpolice.in,9876556573,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Town PS,Khurda,True,system
EMP00091,kumar_mohapatra4,kumar.mohapatra4@odpolice.in,9876535225,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Crime Branch,Saheed Nagar PS,Bhubaneswar,True,light
EMP00092,ankit_rout1,ankit.rout1@odpolice.in,9876572712,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Support,Mangalabag PS,Cuttack,True,light
EMP00093,prakash_tripathy2,prakash.tripathy2@odpolice.in,9876555597,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,CID,Town PS,Khurda,True,dark
EMP00094,naveen_lenka,naveen.lenka@odpolice.in,9876553990,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,Cyber Crime,Town PS,Bargarh,False,dark
EMP00095,biswajit_parida7,biswajit.parida7@odpolice.in,9876548689,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Dargha Bazar PS,Cuttack,True,dark
EMP00096,sanjay_yadav4,sanjay.yadav4@odpolice.in,9876511304,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Constable,Court Support,Town PS,Balangir,True,dark
EMP00097,rakesh_dash3,rakesh.dash3@odpolice.in,9876548016,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,witness,,,Dhanupali PS,Sambalpur,True,light
EMP00098,lalita_rout4,lalita.rout4@odpolice.in,9876527494,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Anti-Narcotics,Town PS,Dhenkanal,True,dark
EMP00099,manoj_das5,manoj.das5@odpolice.in,9876584371,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,Traffic,Town PS,Dhenkanal,True,system
EMP00100,prakash_mishra1,prakash.mishra1@odpolice.in,9876553693,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Havildar,Judicial Liaison,Karanjia PS,Mayurbhanj,True,system
EMP00101,laxman_dash,laxman.dash@odpolice.in,9876539490,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,CID,Sadar PS,Bargarh,True,light
EMP00102,chayan_dash3,chayan.dash3@odpolice.in,9876535979,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,EOW,Town PS,Balangir,True,light
EMP00103,ramesh_mohanty4,ramesh.mohanty4@odpolice.in,9876528608,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,admin,Deputy SP,Administration,Cuttack HQ,Cuttack,False,dark
EMP00104,gopal_barik1,gopal.barik1@odpolice.in,9876573561,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,ASI,CID,Town PS,Balasore,True,light
EMP00105,lalita_routray,lalita.routray@odpolice.in,9876514633,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Sub-Inspector,CID,Sadar PS,Balangir,True,light
EMP00106,krushna_jena3,krushna.jena3@odpolice.in,9876513077,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,EOW,Town PS,Khurda,True,system
EMP00107,vikram_biswal3,vikram.biswal3@odpolice.in,9876567528,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Anti-Narcotics,Badambadi PS,Cuttack,False,dark
EMP00108,naveen_mohanty5,naveen.mohanty5@odpolice.in,9876590444,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Cyber Crime,Bareipali PS,Sambalpur,True,dark
EMP00109,biswajit_pradhan3,biswajit.pradhan3@odpolice.in,9876579999,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,liaison,Head Constable,Court Support,Town PS,Balasore,True,system
EMP00110,vikram_jena6,vikram.jena6@odpolice.in,9876554063,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,Inspector,Special Branch,Dargha Bazar PS,Cuttack,True,system
EMP00111,manoj_panigrahi,manoj.panigrahi@odpolice.in,9876521172,$2b$12$wE/CeuUYIrHqZoKNs8lcKeQrqrDdInt8dJ9c2JymBefDHe8RFhrhW,io,SI,Crime Branch,Goilundi PS,Berhampur,True,system
